word1,word2,size
woman,held,42
woman,found,90
woman,pm,2
woman,big,46
woman,back,34
woman,up,120
woman,us,10
woman,reds,28
woman,hit,24
woman,ties,8
woman,chief,20
woman,crash,50
woman,day,20
woman,red,54
woman,ban,40
woman,move,6
woman,gets,40
woman,column,2
pm,four,4
pm,work,6
pm,japan,14
pm,bank,2
pm,top,16
pm,three,4
pm,air,4
pm,aid,4
pm,dead,2
pm,malaysia,12
pm,war,2
pm,time,8
pm,says,16
pm,may,6
pm,man,2
pm,way,20
pm,death,4
pm,chinese,8
pm,talks,58
pm,two,12
pm,pay,14
pm,help,22
pm,trade,20
pm,held,4
pm,die,2
pm,found,2
pm,big,6
pm,bid,8
pm,back,52
pm,up,22
pm,us,22
pm,ties,36
pm,move,4
pm,crash,2
pm,day,10
pm,red,2
pm,asean,40
pm,hits,2
pm,gets,6
pm,government,22
reds,four,114
reds,strike,212
reds,work,54
reds,bank,50
reds,top,18
reds,asean,6
reds,three,50
reds,air,72
reds,aid,28
reds,bid,104
reds,malaysia,12
reds,way,70
reds,war,86
reds,dead,52
reds,time,16
reds,die,112
reds,says,102
reds,car,78
reds,may,194
reds,man,118
reds,girl,68
reds,10,24
reds,shot,46
reds,hits,20
reds,pay,14
reds,death,110
reds,kills,60
reds,chinese,24
reds,talks,88
reds,two,224
reds,help,8
reds,trade,46
reds,held,82
reds,gets,54
reds,found,78
reds,big,116
reds,back,64
reds,up,296
reds,us,22
reds,hit,50
reds,ties,18
reds,chief,30
reds,move,24
reds,crash,86
reds,day,40
reds,red,98
reds,ban,92
reds,government,12
column,chinese,2
column,war,2
column,red,2
four,strike,128
four,work,58
four,japan,4
four,bank,40
four,top,22
four,asean,2
four,three,24
four,air,68
four,aid,36
four,bid,70
four,dead,36
four,malaysia,2
four,way,52
four,war,78
four,time,22
four,die,112
four,says,54
four,car,68
four,may,164
four,man,70
four,girl,68
four,10,6
four,shot,32
four,hits,10
four,pay,18
four,death,92
four,kills,40
four,chinese,20
four,talks,58
four,two,164
four,help,12
four,trade,32
four,held,76
four,found,68
four,big,72
four,back,70
four,up,186
four,us,8
four,hit,26
four,ties,14
four,chief,22
four,move,8
four,crash,122
four,day,36
four,red,76
four,ban,80
four,gets,54
strike,work,140
strike,japan,2
strike,bank,118
strike,top,32
strike,three,102
strike,air,160
strike,aid,74
strike,bid,196
strike,dead,104
strike,malaysia,4
strike,way,144
strike,jones,2
strike,time,44
strike,die,174
strike,says,134
strike,car,160
strike,may,448
strike,man,224
strike,girl,154
strike,10,22
strike,war,176
strike,shot,72
strike,hits,60
strike,pay,40
strike,death,210
strike,kills,112
strike,chinese,64
strike,talks,184
strike,two,434
strike,help,8
strike,trade,86
strike,held,112
strike,found,162
strike,big,226
strike,back,144
strike,up,516
strike,us,24
strike,hit,74
strike,ties,32
strike,chief,66
strike,move,44
strike,crash,170
strike,day,102
strike,red,184
strike,ban,194
strike,gets,134
strike,government,4
back,work,82
back,japan,6
back,bank,12
back,top,8
back,dow,2
back,asean,20
back,three,14
back,air,38
back,aid,18
back,bid,30
back,dead,16
back,malaysia,18
back,way,20
back,war,38
back,time,12
back,die,24
back,says,40
back,car,24
back,man,38
back,girl,26
back,10,8
back,shot,12
back,hits,4
back,pay,12
back,death,36
back,kills,16
back,chinese,6
back,talks,44
back,two,60
back,help,4
back,trade,24
back,held,28
back,found,28
back,big,38
back,up,76
back,us,28
back,hit,14
back,ties,4
back,chief,6
back,move,6
back,crash,32
back,day,16
back,may,60
back,red,40
back,ban,40
back,gets,24
back,government,18
back,page,4
found,work,42
found,japan,2
found,bank,30
found,top,10
found,three,26
found,air,48
found,aid,24
found,bid,56
found,way,42
found,war,54
found,dead,324
found,malaysia,4
found,time,12
found,die,56
found,says,42
found,car,60
found,may,128
found,man,72
found,girl,54
found,10,6
found,shot,86
found,hits,10
found,pay,12
found,death,74
found,kills,32
found,chinese,22
found,talks,50
found,two,128
found,help,2
found,trade,26
found,held,40
found,big,66
found,up,148
found,us,8
found,hit,22
found,ties,10
found,chief,18
found,crash,54
found,day,26
found,red,60
found,ban,60
found,move,8
found,gets,40
found,government,2
found,page,6
death,work,68
death,bank,44
death,top,18
death,ban,96
death,three,40
death,air,78
death,aid,40
death,bid,98
death,dead,42
death,way,66
death,war,84
death,time,20
death,die,86
death,says,66
death,car,78
death,may,200
death,man,116
death,girl,90
death,10,14
death,shot,38
death,hits,18
death,pay,16
death,kills,52
death,chinese,26
death,talks,68
death,two,218
death,help,12
death,trade,40
death,held,58
death,big,98
death,up,224
death,us,14
death,hit,42
death,ties,14
death,chief,28
death,crash,100
death,day,44
death,red,92
death,move,16
death,gets,62
death,government,4
up,work,134
up,japan,4
up,bank,92
up,top,44
up,dow,4
up,asean,18
up,three,90
up,air,150
up,aid,76
up,bid,160
up,dead,80
up,malaysia,24
up,way,128
up,war,212
up,miscellaneous,2
up,time,44
up,die,146
up,says,154
up,car,144
up,may,368
up,man,194
up,girl,142
up,10,58
up,shot,68
up,held,110
up,hits,30
up,pay,42
up,kills,84
up,chinese,54
up,talks,142
up,two,386
up,help,16
up,trade,96
up,gets,110
up,big,176
up,us,44
up,hit,72
up,ties,46
up,chief,50
up,move,30
up,crash,156
up,day,86
up,red,180
up,ban,186
up,government,16
up,page,18
us,work,22
us,japan,36
us,bank,30
us,top,6
us,asean,34
us,three,14
us,air,36
us,aid,82
us,bid,44
us,dead,24
us,malaysia,6
us,way,24
us,war,54
us,time,12
us,die,24
us,says,90
us,car,26
us,may,74
us,man,42
us,girl,18
us,10,10
us,shot,24
us,hits,22
us,pay,10
us,kills,16
us,chinese,18
us,talks,78
us,two,66
us,help,22
us,trade,88
us,held,20
us,big,44
us,hit,30
us,ties,28
us,chief,10
us,move,22
us,crash,32
us,day,14
us,red,30
us,ban,40
us,gets,30
us,government,24
move,chinese,8
move,talks,12
move,die,8
move,says,16
move,aid,6
move,car,6
move,work,10
move,may,20
move,ties,14
move,man,4
move,chief,4
move,help,14
move,trade,14
move,held,6
move,crash,8
move,day,6
move,bank,14
move,girl,8
move,red,8
move,top,6
move,asean,10
move,shot,4
move,hit,8
move,ban,10
move,three,4
move,hits,2
move,air,8
move,pay,6
move,gets,6
move,two,18
move,kills,4
move,government,4
move,big,8
move,bid,8
move,dead,2
move,malaysia,4
move,way,6
move,war,20
move,time,4
chief,chinese,4
chief,talks,20
chief,die,12
chief,says,20
chief,aid,8
chief,car,16
chief,work,14
chief,may,46
chief,ties,2
chief,man,6
chief,trade,4
chief,held,22
chief,crash,26
chief,day,10
chief,bank,6
chief,girl,16
chief,red,18
chief,top,8
chief,shot,24
chief,hit,4
chief,ban,20
chief,three,6
chief,hits,2
chief,air,14
chief,pay,4
chief,gets,28
chief,two,32
chief,kills,8
chief,government,2
chief,big,10
chief,bid,14
chief,malaysia,6
chief,way,14
chief,war,20
chief,dead,28
chief,time,8
government,work,14
government,bank,14
government,top,20
government,three,14
government,air,10
government,aid,28
government,bid,24
government,dead,8
government,malaysia,6
government,way,18
government,war,18
government,time,12
government,die,14
government,says,62
government,car,28
government,may,108
government,man,24
government,girl,10
government,10,8
government,shot,6
government,hits,8
government,pay,52
government,kills,10
government,chinese,8
government,talks,24
government,two,52
government,help,50
government,trade,12
government,held,12
government,gets,30
government,big,26
government,hit,12
government,ties,6
government,crash,16
government,day,6
government,red,26
government,ban,34
red,work,76
red,bank,52
red,top,16
red,three,50
red,air,90
red,aid,52
red,malaysia,8
red,way,84
red,war,112
red,dead,60
red,time,20
red,die,106
red,says,100
red,car,94
red,may,218
red,man,154
red,girl,84
red,10,22
red,shot,64
red,hits,26
red,pay,18
red,kills,76
red,chinese,36
red,talks,98
red,two,254
red,help,14
red,trade,62
red,held,118
red,gets,68
red,hit,60
red,big,136
red,ties,22
red,crash,110
red,day,52
red,ban,120
red,bid,120
red,page,10
japan,chinese,2
japan,talks,10
japan,says,20
japan,two,2
japan,car,8
japan,may,12
japan,ties,16
japan,help,18
japan,trade,26
japan,held,2
japan,bank,6
japan,girl,2
japan,top,12
japan,man,2
japan,10,6
japan,asean,14
japan,shot,2
japan,hit,6
japan,ban,2
japan,hits,4
japan,air,2
japan,aid,20
japan,pay,2
japan,gets,8
japan,kills,2
japan,big,4
japan,bid,6
japan,malaysia,2
japan,way,2
japan,war,10
japan,work,2
bank,work,28
bank,top,8
bank,ban,38
bank,asean,2
bank,three,16
bank,air,30
bank,aid,28
bank,dead,16
bank,malaysia,6
bank,way,28
bank,war,40
bank,time,8
bank,die,28
bank,says,40
bank,car,26
bank,may,94
bank,man,44
bank,girl,30
bank,10,2
bank,shot,16
bank,hits,6
bank,pay,16
bank,kills,20
bank,chinese,10
bank,talks,30
bank,two,84
bank,help,8
bank,trade,14
bank,held,36
bank,hit,10
bank,big,36
bank,bid,40
bank,ties,4
bank,crash,30
bank,day,14
bank,gets,28
bank,page,6
air,work,22
air,top,6
air,three,6
air,aid,16
air,bid,20
air,dead,6
air,malaysia,2
air,way,20
air,war,38
air,time,16
air,die,20
air,says,16
air,car,18
air,may,64
air,man,22
air,girl,36
air,10,6
air,shot,10
air,hits,2
air,pay,4
air,kills,22
air,chinese,4
air,talks,74
air,two,46
air,help,2
air,trade,12
air,held,14
air,big,24
air,hit,10
air,ties,2
air,crash,124
air,day,14
air,ban,34
air,asean,6
air,gets,24
aid,chinese,2
aid,talks,20
aid,says,14
aid,work,6
aid,may,8
aid,man,2
aid,help,2
aid,trade,4
aid,held,4
aid,crash,4
aid,day,4
aid,girl,4
aid,asean,8
aid,ban,8
aid,gets,8
aid,bid,2
aid,malaysia,22
aid,two,12
aid,war,8
aid,time,2
way,work,40
way,top,16
way,asean,8
way,three,20
way,bid,52
way,dead,20
way,malaysia,2
way,war,54
way,time,12
way,die,52
way,says,56
way,car,38
way,may,110
way,man,48
way,girl,46
way,10,4
way,shot,20
way,hits,6
way,pay,14
way,kills,28
way,chinese,22
way,talks,38
way,two,106
way,help,2
way,trade,26
way,held,32
way,hit,20
way,big,54
way,ties,10
way,crash,50
way,day,22
way,ban,54
way,gets,36
war,work,34
war,top,4
war,three,14
war,bid,34
war,dead,22
war,malaysia,4
war,time,12
war,die,38
war,says,70
war,car,42
war,may,80
war,man,54
war,girl,40
war,10,8
war,shot,20
war,hits,10
war,pay,12
war,kills,28
war,chinese,8
war,talks,38
war,two,84
war,help,4
war,trade,26
war,held,32
war,big,52
war,hit,20
war,ties,4
war,crash,56
war,day,24
war,ban,48
war,gets,36
war,page,2
car,work,46
car,top,12
car,three,28
car,bid,58
car,dead,34
car,time,18
car,says,48
car,may,132
car,man,78
car,girl,62
car,10,14
car,shot,26
car,hits,26
car,pay,12
car,kills,60
car,chinese,18
car,talks,46
car,two,150
car,help,4
car,trade,34
car,held,52
car,die,58
car,big,58
car,hit,34
car,ties,10
car,crash,132
car,day,28
car,ban,68
car,gets,44
help,work,10
help,top,2
help,asean,10
help,three,8
help,malaysia,6
help,dead,10
help,time,6
help,die,16
help,says,28
help,may,30
help,man,20
help,girl,10
help,10,4
help,shot,6
help,hits,2
help,pay,8
help,kills,8
help,chinese,8
help,talks,14
help,two,32
help,trade,12
help,held,8
help,big,26
help,bid,12
help,hit,12
help,ties,10
help,crash,12
help,day,6
help,ban,12
help,gets,8
held,work,46
held,top,12
held,three,32
held,bid,82
held,dead,36
held,malaysia,8
held,time,14
held,die,68
held,says,58
held,may,140
held,man,88
held,girl,60
held,10,10
held,shot,30
held,hits,16
held,pay,14
held,kills,46
held,chinese,20
held,talks,60
held,two,162
held,trade,32
held,gets,44
held,big,102
held,hit,40
held,ties,10
held,crash,66
held,day,30
held,ban,74
page,chinese,2
page,malaysia,6
page,three,10
page,10,12
page,asean,2
page,may,12
page,miscellaneous,1618
page,two,12
page,ties,2
dow,hits,2
dow,jones,982
dow,time,4
may,work,86
may,top,26
may,ban,120
may,three,28
may,bid,76
may,dead,28
may,malaysia,12
may,time,34
may,die,68
may,says,106
may,man,74
may,girl,86
may,10,10
may,shot,34
may,hits,6
may,pay,40
may,kills,46
may,chinese,22
may,talks,62
may,two,182
may,trade,38
may,big,64
may,hit,50
may,ties,16
may,crash,90
may,day,100
may,asean,8
may,gets,70
man,work,110
man,top,36
man,three,84
man,bid,174
man,malaysia,6
man,dead,162
man,time,32
man,die,158
man,says,132
man,girl,136
man,10,28
man,shot,178
man,pay,32
man,kills,106
man,chinese,58
man,talks,136
man,two,380
man,trade,72
man,big,186
man,hit,88
man,ties,26
man,crash,180
man,day,70
man,ban,160
man,hits,30
man,gets,156
10,work,16
10,top,8
10,asean,2
10,three,14
10,bid,30
10,dead,22
10,malaysia,6
10,time,10
10,die,46
10,says,24
10,girl,18
10,shot,12
10,hits,6
10,pay,14
10,kills,16
10,chinese,10
10,talks,28
10,two,62
10,trade,14
10,big,38
10,hit,14
10,ties,4
10,crash,44
10,day,14
10,ban,24
10,gets,16
shot,work,18
shot,top,8
shot,three,8
shot,bid,40
shot,dead,388
shot,time,8
shot,die,22
shot,says,18
shot,girl,22
shot,hits,2
shot,pay,6
shot,kills,14
shot,chinese,4
shot,talks,16
shot,two,48
shot,trade,10
shot,big,30
shot,hit,10
shot,ties,4
shot,crash,22
shot,day,10
shot,ban,26
shot,gets,20
two,work,136
two,top,74
two,asean,2
two,three,86
two,bid,174
two,malaysia,4
two,dead,126
two,time,38
two,die,312
two,girl,150
two,hits,26
two,pay,44
two,kills,104
two,chinese,60
two,talks,144
two,trade,72
two,gets,114
two,says,134
two,big,182
two,hit,72
two,ties,34
two,crash,264
two,day,76
two,ban,184
asean,talks,60
asean,says,48
asean,work,6
asean,ties,40
asean,trade,46
asean,top,4
asean,hit,6
asean,ban,4
asean,three,4
asean,gets,10
asean,big,6
asean,bid,8
asean,time,4
top,talks,24
top,die,6
top,says,10
top,work,8
top,three,18
top,trade,4
top,girl,8
top,chinese,2
top,ties,2
top,ban,4
top,crash,10
top,pay,8
top,big,4
top,gets,6
top,day,6
top,kills,4
top,bid,2
top,time,2
malaysia,chinese,6
malaysia,talks,28
malaysia,says,32
malaysia,work,6
malaysia,hit,2
malaysia,ties,6
malaysia,trade,2
malaysia,day,6
malaysia,ban,8
malaysia,hits,2
malaysia,three,2
malaysia,pay,2
malaysia,gets,12
malaysia,big,10
malaysia,bid,4
malaysia,time,2
die,work,44
die,three,22
die,dead,20
die,time,14
die,says,46
die,girl,50
die,hits,20
die,pay,10
die,kills,32
die,chinese,12
die,talks,44
die,trade,26
die,hit,18
die,big,62
die,bid,60
die,ties,8
die,crash,334
die,day,28
die,ban,58
die,gets,44
hits,work,16
hits,three,14
hits,bid,24
hits,dead,16
hits,time,4
hits,says,16
hits,girl,18
hits,pay,4
hits,kills,14
hits,chinese,10
hits,talks,22
hits,trade,18
hits,hit,10
hits,big,30
hits,ties,6
hits,crash,22
hits,day,16
hits,ban,22
hits,gets,14
kills,work,34
kills,three,62
kills,bid,40
kills,dead,20
kills,time,10
kills,says,32
kills,girl,64
kills,pay,8
kills,chinese,12
kills,talks,36
kills,trade,20
kills,big,50
kills,hit,16
kills,ties,6
kills,crash,42
kills,day,20
kills,ban,44
kills,gets,30
chinese,work,14
chinese,ban,24
chinese,three,6
chinese,bid,18
chinese,dead,4
chinese,time,6
chinese,says,20
chinese,girl,16
chinese,pay,6
chinese,talks,12
chinese,trade,12
chinese,hit,6
chinese,big,10
chinese,ties,4
chinese,crash,18
chinese,day,4
chinese,gets,12
says,work,48
says,three,24
says,bid,68
says,dead,28
says,time,24
says,girl,62
says,pay,16
says,talks,66
says,trade,32
says,big,86
says,hit,28
says,ties,8
says,crash,66
says,day,32
says,ban,66
says,gets,46
gets,work,28
gets,ban,34
gets,three,8
gets,dead,6
gets,girl,22
gets,pay,14
gets,time,4
gets,talks,10
gets,trade,6
gets,big,42
gets,bid,20
gets,hit,4
gets,ties,4
gets,crash,18
gets,day,12
time,talks,2
time,work,10
time,three,2
time,pay,6
time,trade,2
time,day,2
time,girl,2
time,ties,10
time,ban,2
time,big,4
trade,work,28
trade,three,16
trade,bid,44
trade,dead,20
trade,girl,28
trade,pay,6
trade,talks,74
trade,hit,16
trade,big,36
trade,ties,36
trade,crash,30
trade,day,18
trade,ban,42
ties,talks,8
ties,work,6
ties,girl,6
ties,hit,4
ties,ban,10
ties,three,2
ties,crash,6
ties,pay,2
ties,day,2
ties,big,8
ties,bid,8
work,talks,6
work,crash,14
work,girl,16
work,hit,2
work,ban,20
work,three,2
work,pay,4
work,day,10
work,big,8
work,bid,8
work,dead,4
dead,three,18
dead,girl,50
dead,pay,8
dead,talks,28
dead,big,36
dead,bid,42
dead,hit,16
dead,crash,74
dead,day,18
dead,ban,42
talks,three,36
talks,bid,84
talks,girl,64
talks,pay,20
talks,big,90
talks,hit,44
talks,crash,76
talks,day,48
talks,ban,84
ban,three,22
ban,bid,56
ban,girl,50
ban,pay,14
ban,big,72
ban,hit,26
ban,crash,60
ban,day,26
three,bid,42
three,girl,34
three,pay,10
three,big,48
three,hit,24
three,crash,90
three,day,28
girl,pay,6
girl,big,22
girl,bid,28
girl,hit,8
girl,crash,38
girl,day,12
pay,hit,4
pay,crash,6
pay,day,4
pay,big,4
pay,bid,4
big,bid,116
big,hit,46
big,crash,106
big,day,112
bid,hit,22
bid,crash,64
bid,day,36
day,hit,6
day,crash,18
hit,crash,48
