headline_year,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
speculation,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
speculators,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
speech,0,3,0,2,2,0,1,4,3,0,2,3,1,2,0,4,0,0,1,1,0,1,2,2,4,0,2,1,1,2,2,4,5,3,2,2,0,2,2,2,1,0,0,0,0,2,0,1,1,2,1,0,0,0,0
speed,2,0,0,1,1,1,0,2,0,2,1,3,0,1,0,1,2,1,0,1,3,2,1,0,1,4,4,0,1,0,0,1,0,1,0,1,3,2,0,2,2,0,1,2,2,2,1,0,1,1,2,1,0,0,1
speeding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,1
spell,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1
spells,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,2,1,2,1,2,1,1,0,1,2,2,1,2,2,0,1,2,0,1,0,0,1,1,1,0,0,0
spend,0,0,0,2,0,4,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,2,2,0,0,1,0,1,2,1,0,2,2,2,1,1,3,0,1,1,1,1,0,0,2,0,0,0,1,2
spending,0,0,0,1,1,2,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,1,0,2,2,1
spends,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
spent,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,3,0,2,0,0,0,2,0,0
sph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,2,2,2,0,0,0,0,4,0,0,1,1,3,0,1,0,2
spies,0,5,3,0,1,2,2,1,3,0,0,2,0,0,1,0,2,1,0,0,0,0,1,1,0,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spill,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,5,1,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spirit,6,1,0,0,0,1,0,2,0,0,0,1,2,1,0,0,0,1,1,0,0,1,0,2,0,4,3,4,2,2,2,1,3,0,2,2,1,1,2,1,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1
spirits,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
splendour,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
split,4,3,2,2,6,6,6,5,2,6,5,9,4,1,0,0,2,2,5,2,0,0,3,1,0,0,1,1,0,2,0,1,0,0,2,0,0,2,1,1,2,1,0,0,0,0,2,2,0,0,1,2,0,1,1
spore,22,11,6,17,30,35,20,23,36,33,56,43,38,55,73,58,54,44,31,39,50,46,55,43,29,37,41,27,20,15,32,54,52,55,92,55,52,43,66,66,89,56,38,30,16,25,38,43,23,29,33,37,41,24,44
sporean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,2,2,1,8,2,2,0,0,1,1,4,0,1,1,0,0,1,2,3,6,1,1,3,1,2,7
sporeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,3,0,4,1,2,3,1,0,2,2,5,6,6,10,9,17,7,7,8,7,4,4,1,1,3,3,3,5,2,2,7,4,2
spores,2,0,0,0,0,2,0,1,1,0,2,0,0,0,2,0,4,2,3,2,1,2,2,1,0,2,1,0,0,0,2,2,1,4,8,4,4,4,3,5,12,6,1,2,1,1,2,2,1,0,1,1,1,1,4
sport,1,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,0,0,1,4,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
sports,0,0,1,1,0,0,1,0,0,0,3,0,1,1,1,0,0,0,2,0,33,39,44,13,23,8,2,3,2,1,2,6,4,3,3,1,1,1,2,1,0,1,0,0,3,1,7,3,5,1,2,2,2,1,6
spot,5,1,2,3,1,1,1,1,1,0,1,0,2,1,2,0,0,0,2,2,0,1,0,0,3,2,2,1,2,2,1,0,0,1,2,1,1,0,0,0,1,1,0,0,2,0,3,2,0,0,3,2,0,1,2
spotlight,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
spots,2,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,1
spread,1,2,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3,3,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,2,0,0,1,3
spreads,1,1,5,0,1,0,1,1,2,0,0,2,2,0,1,2,1,0,0,1,0,2,1,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
spree,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
spring,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,0,2,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spy,3,1,6,1,3,4,7,4,4,1,6,1,8,6,8,6,2,2,0,4,3,5,1,1,3,1,2,4,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,1,0,0,0
spying,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
squad,1,1,6,1,1,0,1,1,0,0,0,2,1,3,3,1,2,0,1,2,2,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
square,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
squeeze,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,2,1
sri,0,0,0,0,0,2,0,0,0,0,0,3,1,0,1,1,2,1,2,1,2,3,1,1,1,2,4,2,2,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
st,4,2,0,0,3,0,0,2,0,0,0,0,1,3,2,2,0,2,2,1,0,0,0,5,1,16,73,9,12,25,13,29,59,25,12,11,9,14,31,19,7,4,2,3,2,3,3,4,2,2,3,3,3,5,2
stab,3,2,1,2,5,1,4,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stabbed,19,20,15,10,15,13,4,6,2,4,0,1,1,1,3,9,13,1,2,6,4,1,2,1,0,3,1,0,0,2,1,2,3,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
stabbing,3,0,4,2,0,3,4,1,1,1,1,0,0,1,2,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
stability,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,2,2,1,0,2,2,2,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
stable,3,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0
stabs,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stadium,2,1,0,1,0,2,1,1,0,0,2,0,0,0,2,0,0,0,1,2,1,0,0,0,1,1,1,0,1,0,2,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
staff,2,1,2,0,4,1,5,3,3,1,2,1,0,3,0,1,3,1,2,3,1,0,1,1,3,0,12,4,2,1,8,6,2,2,3,0,2,1,2,1,2,0,0,3,1,2,0,1,5,2,2,1,0,4,3
stage,1,2,4,1,3,3,0,1,0,2,1,2,1,2,2,2,0,0,1,1,1,1,1,1,1,6,7,8,6,3,0,4,4,2,4,3,0,1,1,1,0,2,1,1,0,0,1,1,0,1,0,5,1,3,0
stages,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stake,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,1,2,1,0,1,1,1,1,2,0,1,9,0,2,2,0,0,3,4,5,4,1,1,2,1,2,0,0,3,5,1,0,0,0,4,0,1,2,2,6
stakes,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,2
stalls,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
stamp,1,0,0,1,0,0,0,0,0,0,2,3,0,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
stamps,3,2,0,2,1,2,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stand,5,9,2,2,4,3,5,2,7,4,2,1,5,5,3,4,1,4,7,5,3,3,4,2,7,8,5,10,6,5,3,6,6,7,5,3,1,2,2,5,3,5,1,2,1,1,4,3,3,2,2,0,0,1,0
standard,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,2,4,3,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
standards,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,1,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0
standing,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stands,3,0,4,2,2,1,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,1,0,0,0,0
star,7,7,2,2,5,2,6,2,2,2,2,2,1,6,5,6,0,0,2,5,2,3,11,7,2,1,2,6,5,6,4,1,6,4,5,1,1,1,0,2,2,1,0,2,0,4,2,3,1,1,2,2,0,1,7
stars,4,2,3,2,7,2,3,1,0,1,1,1,0,2,1,0,2,0,0,0,1,3,2,0,8,5,2,4,3,3,4,3,2,1,2,1,1,3,1,0,3,1,2,0,0,0,1,2,1,0,0,0,0,1,2
start,6,6,6,5,6,6,4,4,2,5,7,4,10,5,12,8,3,5,5,7,4,2,3,7,9,3,10,8,7,5,12,2,3,5,8,6,6,1,4,4,6,2,4,3,3,6,2,5,5,1,1,5,4,7,5
started,0,2,0,0,2,0,0,1,2,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
starting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,4,1,1,1,0,1,1,0,0,0,0,0,0,2,1,2,2,0,0,0,2,0
starts,9,14,1,2,5,2,5,3,2,4,3,10,4,2,3,3,2,3,1,1,3,2,1,5,2,5,1,6,2,2,6,4,3,4,3,6,2,4,1,1,4,0,1,2,0,0,2,1,0,1,1,0,0,2,2
state,3,0,9,11,14,2,8,3,5,11,5,4,2,4,9,3,1,7,3,4,6,6,5,5,5,2,2,4,2,3,5,3,3,5,3,2,3,1,5,6,3,4,1,1,1,0,3,2,0,1,2,0,0,0,1
statement,0,0,1,3,0,1,4,0,0,0,1,2,1,0,1,1,0,1,0,2,1,0,0,0,1,1,1,0,1,2,3,2,3,1,2,2,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
states,1,2,1,1,5,2,2,2,3,1,2,1,1,0,0,0,4,1,2,0,0,0,1,1,0,2,3,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
station,2,3,2,2,6,3,3,2,3,1,2,1,4,2,4,4,5,1,6,5,4,4,1,1,1,1,0,1,1,0,0,2,5,3,1,1,2,1,1,0,1,0,2,1,0,0,2,1,0,1,1,0,1,1,0
stations,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,5,0,1,4,0,0,3,1,0,0,0,0,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,0,0,2
status,2,3,1,1,1,1,2,1,1,2,0,0,0,2,1,1,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,1,0,1,1,0,0
stay,14,11,10,11,10,4,5,7,6,10,8,8,6,9,11,8,2,1,7,6,4,2,4,9,5,11,6,4,7,10,3,9,3,5,5,5,4,1,4,7,5,4,1,6,1,2,8,6,8,4,3,3,4,2,4
staying,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,3,1,1,2,1,1,0,0,1,1,2,0,2,0,1,1
stays,4,6,5,2,7,2,2,1,2,3,2,5,3,2,2,1,1,2,0,1,0,2,2,2,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,1,1,3,1,0,1,1,0,1,1,0,1
stc,7,5,1,0,6,0,0,0,0,1,0,1,0,0,0,1,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steady,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,2,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
steal,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
stealing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
steam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,2,0,0,1,0
steel,4,2,1,2,3,3,1,2,0,2,1,0,1,0,2,2,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
step,4,2,6,2,1,0,1,6,5,6,5,6,5,9,21,5,0,2,0,1,2,1,5,7,6,6,6,6,9,7,8,6,5,4,6,0,4,2,1,2,5,0,1,2,2,2,0,1,4,1,3,5,3,8,1
stepped,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,0,0,0,1
stepping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
steps,2,3,5,4,0,3,1,5,2,7,4,3,4,4,5,4,3,2,4,2,1,1,4,1,0,4,2,5,3,2,6,4,4,4,2,2,0,0,4,1,3,2,1,5,0,0,2,1,1,3,4,3,3,0,3
sterling,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,2,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
stern,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
sti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,3,6,8,4,1,0,1,0,1,2,1,0,4
stick,1,1,1,2,1,0,1,0,0,0,1,2,0,2,0,1,0,0,1,0,0,1,0,2,0,2,1,1,1,1,0,0,0,2,0,0,2,3,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0
sticks,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
stiffer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,1,1,0,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
stock,1,1,2,2,1,1,3,1,0,2,4,9,3,3,3,5,2,3,7,6,4,3,0,0,2,2,9,4,2,2,6,7,7,4,6,2,0,1,4,4,4,1,0,2,2,2,1,0,1,2,0,2,1,1,0
stocks,0,0,1,0,0,3,0,1,0,0,0,0,0,1,1,0,3,0,4,3,3,1,0,0,0,0,12,0,1,0,0,4,3,1,4,4,1,0,1,2,2,1,1,6,6,3,0,3,0,1,1,3,0,6,3
stole,0,0,1,0,2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,2,0,1,1,1,0,0,3,0,0,0,3
stolen,6,7,2,3,2,1,3,0,1,0,1,5,7,1,2,3,2,0,2,1,1,2,4,3,0,4,1,1,2,1,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1
stone,1,0,2,0,2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stop,8,7,6,8,4,11,4,6,11,8,11,8,4,6,7,12,6,7,7,5,3,3,3,3,6,7,2,8,7,8,7,11,6,5,5,4,4,4,2,4,3,7,1,6,1,4,7,3,7,1,4,4,1,6,1
stopped,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
stops,5,1,1,0,2,0,5,2,3,1,3,0,2,2,1,2,3,4,0,2,1,1,0,1,2,0,2,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0
store,3,3,3,7,4,11,6,4,6,7,4,5,1,3,1,6,2,3,5,4,4,5,3,2,5,2,5,2,0,0,2,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
stores,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
storey,2,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stories,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,4,8,1,2,2,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
storm,10,10,6,5,8,8,6,7,3,5,0,5,8,6,3,4,2,9,2,3,4,3,3,2,2,0,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,2,0,0,2,4
story,10,5,7,2,2,3,1,7,1,1,5,0,2,1,4,5,0,5,4,1,6,10,6,8,11,10,4,13,11,8,6,5,6,9,5,1,1,2,1,0,2,0,0,0,1,1,6,0,0,0,0,1,0,0,1
straight,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0,1,2,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
straits,3,5,4,2,2,1,3,3,7,8,9,6,4,2,8,5,3,13,6,3,9,1,5,2,2,3,1,11,0,0,1,5,1,5,4,7,6,2,6,4,2,1,2,1,0,4,10,7,6,13,2,0,0,1,1
stranded,0,4,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,3,0,1,3,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
strange,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
strangled,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
strategy,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,2,0,0,3,1,2,1,0,1,1,4,2,0,0,0,1,2,2,1,1,0,1,3,0,1,0,0,0,1,0,0,2,1,1,1,1,0,0,2
stream,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
street,2,7,5,1,7,1,2,1,3,1,2,2,1,3,4,1,3,1,1,3,1,0,2,2,1,2,3,2,2,4,5,2,3,4,2,1,0,0,1,2,2,0,0,1,2,2,2,1,1,0,0,1,1,0,0
streets,6,0,3,1,1,2,0,0,1,2,0,3,1,1,1,3,1,1,0,0,0,0,0,1,0,0,2,3,1,0,1,0,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,0
strength,1,2,0,0,1,1,2,0,2,0,0,0,0,0,1,1,2,0,2,0,0,3,0,1,2,3,1,2,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0
strengthen,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
stress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,0,2,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
stricter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0
strife,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
strike,147,91,58,50,17,31,36,35,54,36,28,37,33,20,24,38,16,13,13,21,7,26,21,6,5,6,7,2,1,3,5,1,3,1,1,0,0,1,2,1,0,0,2,0,0,2,3,2,7,2,1,1,0,2,3
strikers,18,10,3,0,0,1,4,3,3,1,0,2,2,0,0,2,1,0,0,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
strikes,7,6,5,6,0,2,0,5,4,2,6,1,1,2,6,2,4,3,5,4,2,4,2,2,1,3,3,2,1,3,3,1,2,1,1,1,0,0,1,1,1,1,0,1,2,0,6,0,1,0,2,0,0,1,3
striking,1,0,1,1,1,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
strip,2,3,3,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
