"index","year","word","page","frequency","articleCount","stfreq"
"1845:2",1845,"bark",2,24,120,20
"1845:2",1845,"last",2,23,120,19.1666666666667
"1845:2",1845,"Singapore",2,23,120,19.1666666666667
"1845:2",1845,"received",2,19,120,15.8333333333333
"1845:2",1845,"Steamer",2,18,120,15
"1845:2",1845,"Dutch",2,17,120,14.1666666666667
"1845:2",1845,"China",2,17,120,14.1666666666667
"1845:2",1845,"Manila",2,16,120,13.3333333333333
"1845:2",1845,"SINGAPORE",2,15,120,12.5
"1845:2",1845,"ship",2,14,120,11.6666666666667
"1845:2",1845,"following",2,14,120,11.6666666666667
"1845:2",1845,"arrival",2,12,120,10
"1845:2",1845,"arrived",2,12,120,10
"1845:2",1845,"Calcutta",2,11,120,9.16666666666667
"1845:2",1845,"Bombay",2,11,120,9.16666666666667
"1845:2",1845,"British",2,11,120,9.16666666666667
"1845:3",1845,"China",3,17,107,15.8878504672897
"1845:3",1845,"British",3,16,107,14.9532710280374
"1845:3",1845,"Intelligence",3,14,107,13.0841121495327
"1845:3",1845,"received",3,13,107,12.1495327102804
"1845:3",1845,"brig",3,13,107,12.1495327102804
"1845:3",1845,"last",3,13,107,12.1495327102804
"1845:3",1845,"European",3,11,107,10.2803738317757
"1845:3",1845,"bark",3,11,107,10.2803738317757
"1845:3",1845,"Brit",3,11,107,10.2803738317757
"1845:3",1845,"Ist",3,10,107,9.34579439252336
"1845:3",1845,"schooner",3,10,107,9.34579439252336
"1845:3",1845,"Sir",3,9,107,8.41121495327103
"1845:3",1845,"ship",3,8,107,7.47663551401869
"1845:3",1845,"Dutch",3,8,107,7.47663551401869
"1845:3",1845,"CHINA",3,8,107,7.47663551401869
"1845:3",1845,"Rhio",3,8,107,7.47663551401869
"1845:3",1845,"Manila",3,8,107,7.47663551401869
"1845:3",1845,"Singapore",3,8,107,7.47663551401869
"1845:3",1845,"ARRIVALS",3,7,107,6.54205607476635
"1845:3",1845,"time",3,7,107,6.54205607476635
"1845:3",1845,"Court",3,7,107,6.54205607476635
"1845:3",1845,"understand",3,7,107,6.54205607476635
"1845:3",1845,"yesterday",3,7,107,6.54205607476635
"1845:3",1845,"Hongkong",3,7,107,6.54205607476635
"1845:3",1845,"General",3,7,107,6.54205607476635
"1845:3",1845,"one",3,6,107,5.60747663551402
"1845:3",1845,"much",3,6,107,5.60747663551402
"1845:3",1845,"left",3,6,107,5.60747663551402
"1845:3",1845,"Calcutta",3,6,107,5.60747663551402
"1845:3",1845,"also",3,6,107,5.60747663551402
"1845:3",1845,"DEPARTURES",3,6,107,5.60747663551402
"1845:3",1845,"sent",3,6,107,5.60747663551402
"1846:2",1846,"Singapore",2,138,331,41.6918429003021
"1846:2",1846,"Steamer",2,70,331,21.1480362537764
"1846:2",1846,"last",2,61,331,18.429003021148
"1846:2",1846,"China",2,56,331,16.9184290030211
"1846:2",1846,"arrived",2,53,331,16.012084592145
"1846:2",1846,"Calcutta",2,46,331,13.8972809667674
"1846:2",1846,"SINGAPORE",2,39,331,11.7824773413897
"1846:2",1846,"following",2,39,331,11.7824773413897
"1846:2",1846,"bark",2,38,331,11.4803625377643
"1846:2",1846,"Captain",2,37,331,11.178247734139
"1846:2",1846,"received",2,36,331,10.8761329305136
"1846:3",1846,"China",3,61,348,17.5287356321839
"1846:3",1846,"European",3,53,348,15.2298850574713
"1846:3",1846,"British",3,49,348,14.0804597701149
"1846:3",1846,"last",3,48,348,13.7931034482759
"1846:3",1846,"bark",3,42,348,12.0689655172414
"1846:3",1846,"Intelligence",3,37,348,10.632183908046
"1846:3",1846,"Singapore",3,34,348,9.77011494252874
"1846:3",1846,"Calcutta",3,31,348,8.9080459770115
"1846:3",1846,"brig",3,31,348,8.9080459770115
"1846:3",1846,"following",3,29,348,8.33333333333333
"1846:3",1846,"ship",3,28,348,8.04597701149425
"1846:4",1846,"bark",4,165,355,46.4788732394366
"1846:4",1846,"sight",4,160,355,45.0704225352113
"1846:4",1846,"days",4,154,355,43.3802816901408
"1846:4",1846,"British",4,150,355,42.2535211267606
"1846:4",1846,"brig",4,102,355,28.7323943661972
"1846:4",1846,"Singapore",4,98,355,27.6056338028169
"1846:4",1846,"cwt",4,91,355,25.6338028169014
"1846:4",1846,"Goan",4,87,355,24.5070422535211
"1846:4",1846,"China",4,86,355,24.2253521126761
"1846:4",1846,"Bombay",4,83,355,23.3802816901408
"1848:2",1848,"arrival",2,116,314,36.9426751592357
"1848:2",1848,"Singapore",2,114,314,36.3057324840764
"1848:2",1848,"announce",2,109,314,34.7133757961783
"1848:2",1848,"following",2,97,314,30.8917197452229
"1848:2",1848,"passengers",2,90,314,28.6624203821656
"1848:2",1848,"received",2,54,314,17.1974522292994
"1848:2",1848,"China",2,54,314,17.1974522292994
"1848:2",1848,"Captain",2,53,314,16.8789808917197
"1848:2",1848,"Calcutta",2,37,314,11.7834394904459
"1848:2",1848,"Mrs",2,36,314,11.4649681528662
"1848:2",1848,"Hongkong",2,35,314,11.1464968152866
"1848:3",1848,"European",3,52,236,22.0338983050847
"1848:3",1848,"Intelligence",3,47,236,19.9152542372881
"1848:3",1848,"last",3,43,236,18.2203389830508
"1848:3",1848,"China",3,28,236,11.864406779661
"1848:3",1848,"following",3,24,236,10.1694915254237
"1848:3",1848,"arrived",3,23,236,9.74576271186441
"1848:3",1848,"Singapore",3,20,236,8.47457627118644
"1848:3",1848,"Sir",3,19,236,8.05084745762712
"1848:3",1848,"CHINA",3,18,236,7.6271186440678
"1848:3",1848,"place",3,17,236,7.20338983050847
"1848:3",1848,"yesterday",3,17,236,7.20338983050847
"1848:4",1848,"cent",4,83,272,30.5147058823529
"1848:4",1848,"British",4,78,272,28.6764705882353
"1848:4",1848,"brig",4,75,272,27.5735294117647
"1848:4",1848,"bark",4,74,272,27.2058823529412
"1848:4",1848,"Ditto",4,72,272,26.4705882352941
"1848:4",1848,"Calcutta",4,70,272,25.7352941176471
"1848:4",1848,"cwt",4,64,272,23.5294117647059
"1848:4",1848,"MARKET",4,61,272,22.4264705882353
"1848:4",1848,"SHIPPING",4,59,272,21.6911764705882
"1848:4",1848,"dollar",4,58,272,21.3235294117647
"1848:4",1848,"sight",4,58,272,21.3235294117647
"1849:3",1849,"following",3,26,110,23.6363636363636
"1849:3",1849,"arrival",3,23,110,20.9090909090909
"1849:3",1849,"announce",3,22,110,20
"1849:3",1849,"Singapore",3,20,110,18.1818181818182
"1849:3",1849,"passengers",3,17,110,15.4545454545455
"1849:3",1849,"Calcutta",3,16,110,14.5454545454545
"1849:3",1849,"last",3,16,110,14.5454545454545
"1849:3",1849,"received",3,14,110,12.7272727272727
"1849:3",1849,"Hongkong",3,13,110,11.8181818181818
"1849:3",1849,"China",3,11,110,10
"1849:3",1849,"Sir",3,9,110,8.18181818181818
"1849:3",1849,"CHINA",3,9,110,8.18181818181818
"1849:4",1849,"Singapore",4,30,124,24.1935483870968
"1849:4",1849,"announce",4,28,124,22.5806451612903
"1849:4",1849,"arrival",4,27,124,21.7741935483871
"1849:4",1849,"following",4,20,124,16.1290322580645
"1849:4",1849,"passengers",4,19,124,15.3225806451613
"1849:4",1849,"received",4,18,124,14.5161290322581
"1849:4",1849,"last",4,14,124,11.2903225806452
"1849:4",1849,"Drs",4,12,124,9.67741935483871
"1849:4",1849,"Mrs",4,12,124,9.67741935483871
"1849:4",1849,"Calcutta",4,11,124,8.87096774193548
"1849:4",1849,"upon",4,11,124,8.87096774193548
"1849:4",1849,"one",4,9,124,7.25806451612903
"1849:4",1849,"Bombay",4,9,124,7.25806451612903
"1849:4",1849,"Captain",4,9,124,7.25806451612903
"1849:6",1849,"British",6,20,127,15.748031496063
"1849:6",1849,"bark",6,20,127,15.748031496063
"1849:6",1849,"Bombay",6,16,127,12.5984251968504
"1849:6",1849,"last",6,15,127,11.8110236220472
"1849:6",1849,"following",6,13,127,10.2362204724409
"1849:6",1849,"Captain",6,13,127,10.2362204724409
"1849:6",1849,"bottled",6,12,127,9.44881889763779
"1849:6",1849,"Calcutta",6,12,127,9.44881889763779
"1849:6",1849,"cwt",6,12,127,9.44881889763779
"1849:6",1849,"South",6,12,127,9.44881889763779
"1849:6",1849,"SHIPPING",6,11,127,8.66141732283465
"1849:6",1849,"ship",6,11,127,8.66141732283465
"1849:6",1849,"week",6,9,127,7.08661417322835
"1849:6",1849,"New",6,9,127,7.08661417322835
"1849:6",1849,"MARKET",6,9,127,7.08661417322835
"1849:6",1849,"Europe",6,9,127,7.08661417322835
"1849:6",1849,"present",6,9,127,7.08661417322835
"1849:6",1849,"REPORT",6,9,127,7.08661417322835
"1849:6",1849,"Singapore",6,9,127,7.08661417322835
"1849:6",1849,"CALCUTTA",6,8,127,6.2992125984252
"1849:6",1849,"Sago",6,8,127,6.2992125984252
"1849:6",1849,"Macao",6,8,127,6.2992125984252
"1849:6",1849,"demand",6,8,127,6.2992125984252
"1849:6",1849,"European",6,7,127,5.51181102362205
"1849:6",1849,"market",6,7,127,5.51181102362205
"1849:6",1849,"Junks",6,7,127,5.51181102362205
"1849:6",1849,"China",6,7,127,5.51181102362205
"1849:6",1849,"Goan",6,7,127,5.51181102362205
"1849:6",1849,"LONDON",6,7,127,5.51181102362205
"1849:6",1849,"SINGAPORE",6,6,127,4.7244094488189
"1849:6",1849,"received",6,6,127,4.7244094488189
"1849:6",1849,"ARRIVALS",6,6,127,4.7244094488189
"1849:6",1849,"HARBOUR",6,6,127,4.7244094488189
"1849:6",1849,"morning",6,6,127,4.7244094488189
"1849:6",1849,"Brit",6,6,127,4.7244094488189
"1849:6",1849,"Sir",6,6,127,4.7244094488189
"1849:6",1849,"steamer",6,6,127,4.7244094488189
"1849:6",1849,"Phillip",6,6,127,4.7244094488189
"1849:6",1849,"brig",6,6,127,4.7244094488189
"1849:6",1849,"Ist",6,6,127,4.7244094488189
"1849:6",1849,"Adelaide",6,6,127,4.7244094488189
"1849:6",1849,"WEEKLY",6,6,127,4.7244094488189
"1849:6",1849,"Rachman",6,6,127,4.7244094488189
"1849:6",1849,"cent",6,6,127,4.7244094488189
"1849:6",1849,"REPORTS",6,6,127,4.7244094488189
"1849:7",1849,"bark",7,88,276,31.8840579710145
"1849:7",1849,"Calcutta",7,77,276,27.8985507246377
"1849:7",1849,"SHIPPING",7,72,276,26.0869565217391
"1849:7",1849,"British",7,68,276,24.6376811594203
"1849:7",1849,"ship",7,66,276,23.9130434782609
"1849:7",1849,"Brit",7,66,276,23.9130434782609
"1849:7",1849,"cent",7,63,276,22.8260869565217
"1849:7",1849,"brig",7,62,276,22.463768115942
"1849:7",1849,"MARKET",7,61,276,22.1014492753623
"1849:7",1849,"Bombay",7,53,276,19.2028985507246
"1849:7",1849,"cwt",7,50,276,18.1159420289855
"1850:3",1850,"one",3,21,122,17.2131147540984
"1850:3",1850,"Sir",3,17,122,13.9344262295082
"1850:3",1850,"Singapore",3,16,122,13.1147540983607
"1850:3",1850,"following",3,15,122,12.2950819672131
"1850:3",1850,"CHINA",3,13,122,10.655737704918
"1850:3",1850,"last",3,11,122,9.01639344262295
"1850:3",1850,"Captain",3,11,122,9.01639344262295
"1850:3",1850,"China",3,11,122,9.01639344262295
"1850:3",1850,"announce",3,10,122,8.19672131147541
"1850:3",1850,"Court",3,10,122,8.19672131147541
"1850:3",1850,"BORNEO",3,10,122,8.19672131147541
"1850:3",1850,"received",3,9,122,7.37704918032787
"1850:3",1850,"arrival",3,8,122,6.55737704918033
"1850:3",1850,"intelligence",3,8,122,6.55737704918033
"1850:3",1850,"Borneo",3,8,122,6.55737704918033
"1850:3",1850,"Brooke",3,8,122,6.55737704918033
"1850:3",1850,"Ihe",3,7,122,5.73770491803279
"1850:3",1850,"steamer",3,7,122,5.73770491803279
"1850:3",1850,"attention",3,7,122,5.73770491803279
"1850:3",1850,"Hongkong",3,7,122,5.73770491803279
"1850:3",1850,"upon",3,7,122,5.73770491803279
"1850:4",1850,"announce",4,48,145,33.1034482758621
"1850:4",1850,"following",4,47,145,32.4137931034483
"1850:4",1850,"passengers",4,41,145,28.2758620689655
"1850:4",1850,"arrival",4,39,145,26.8965517241379
"1850:4",1850,"Singapore",4,33,145,22.7586206896552
"1850:4",1850,"Sir",4,25,145,17.2413793103448
"1850:4",1850,"received",4,16,145,11.0344827586207
"1850:4",1850,"SINGAPORE",4,16,145,11.0344827586207
"1850:4",1850,"China",4,15,145,10.3448275862069
"1850:4",1850,"Hongkong",4,14,145,9.6551724137931
"1850:4",1850,"last",4,14,145,9.6551724137931
"1850:4",1850,"Captain",4,13,145,8.96551724137931
"1850:5",1850,"last",5,18,115,15.6521739130435
"1850:5",1850,"Singapore",5,18,115,15.6521739130435
"1850:5",1850,"received",5,14,115,12.1739130434783
"1850:5",1850,"journals",5,11,115,9.56521739130435
"1850:5",1850,"Calcutta",5,10,115,8.69565217391304
"1850:5",1850,"following",5,9,115,7.82608695652174
"1850:5",1850,"one",5,9,115,7.82608695652174
"1850:5",1850,"Bombay",5,9,115,7.82608695652174
"1850:5",1850,"arrived",5,9,115,7.82608695652174
"1850:5",1850,"days",5,8,115,6.95652173913043
"1850:5",1850,"passengers",5,8,115,6.95652173913043
"1850:5",1850,"present",5,8,115,6.95652173913043
"1850:5",1850,"Captain",5,8,115,6.95652173913043
"1850:5",1850,"Hongkong",5,8,115,6.95652173913043
"1850:5",1850,"announce",5,7,115,6.08695652173913
"1850:5",1850,"Sir",5,7,115,6.08695652173913
"1850:5",1850,"arrival",5,7,115,6.08695652173913
"1850:5",1850,"public",5,7,115,6.08695652173913
"1850:5",1850,"CALCUTTA",5,6,115,5.21739130434783
"1850:5",1850,"tlie",5,6,115,5.21739130434783
"1850:5",1850,"CHINA",5,6,115,5.21739130434783
"1850:5",1850,"Ihe",5,6,115,5.21739130434783
"1850:5",1850,"lie",5,6,115,5.21739130434783
"1850:5",1850,"advices",5,5,115,4.34782608695652
"1850:5",1850,"Steam",5,5,115,4.34782608695652
"1850:5",1850,"brought",5,5,115,4.34782608695652
"1850:5",1850,"ship",5,5,115,4.34782608695652
"1850:5",1850,"papers",5,5,115,4.34782608695652
"1850:5",1850,"Steamer",5,5,115,4.34782608695652
"1850:5",1850,"accounts",5,5,115,4.34782608695652
"1850:5",1850,"found",5,5,115,4.34782608695652
"1850:5",1850,"issue",5,5,115,4.34782608695652
"1850:5",1850,"Governor",5,5,115,4.34782608695652
"1850:5",1850,"French",5,5,115,4.34782608695652
"1850:5",1850,"vessel",5,5,115,4.34782608695652
"1850:5",1850,"day",5,5,115,4.34782608695652
"1850:5",1850,"little",5,4,115,3.47826086956522
"1850:5",1850,"said",5,4,115,3.47826086956522
"1850:5",1850,"board",5,4,115,3.47826086956522
"1850:5",1850,"tho",5,4,115,3.47826086956522
"1850:5",1850,"now",5,4,115,3.47826086956522
"1850:5",1850,"English",5,4,115,3.47826086956522
"1850:5",1850,"BOMBAY",5,4,115,3.47826086956522
"1850:5",1850,"sciences",5,4,115,3.47826086956522
"1850:5",1850,"annex",5,4,115,3.47826086956522
"1850:5",1850,"taken",5,4,115,3.47826086956522
"1850:5",1850,"llie",5,4,115,3.47826086956522
"1850:5",1850,"King",5,4,115,3.47826086956522
"1850:5",1850,"question",5,4,115,3.47826086956522
"1850:5",1850,"great",5,4,115,3.47826086956522
"1850:5",1850,"Chinese",5,4,115,3.47826086956522
"1850:5",1850,"inst",5,4,115,3.47826086956522
"1850:5",1850,"China",5,4,115,3.47826086956522
"1850:5",1850,"upon",5,4,115,3.47826086956522
"1850:5",1850,"less",5,4,115,3.47826086956522
"1850:6",1850,"last",6,14,103,13.5922330097087
"1850:6",1850,"following",6,12,103,11.6504854368932
"1850:6",1850,"never",6,9,103,8.7378640776699
"1850:6",1850,"one",6,9,103,8.7378640776699
"1850:6",1850,"Calcutta",6,8,103,7.76699029126214
"1850:6",1850,"public",6,8,103,7.76699029126214
"1850:6",1850,"brought",6,7,103,6.79611650485437
"1850:6",1850,"CALCUTTA",6,7,103,6.79611650485437
"1850:6",1850,"much",6,7,103,6.79611650485437
"1850:6",1850,"Sir",6,7,103,6.79611650485437
"1850:6",1850,"China",6,6,103,5.8252427184466
"1850:6",1850,"case",6,6,103,5.8252427184466
"1850:6",1850,"taken",6,6,103,5.8252427184466
"1850:6",1850,"yesterday",6,6,103,5.8252427184466
"1850:6",1850,"Captain",6,6,103,5.8252427184466
"1850:6",1850,"present",6,6,103,5.8252427184466
"1850:6",1850,"BORNEO",6,6,103,5.8252427184466
"1850:6",1850,"new",6,5,103,4.85436893203883
"1850:6",1850,"India",6,5,103,4.85436893203883
"1850:6",1850,"European",6,5,103,4.85436893203883
"1850:6",1850,"said",6,5,103,4.85436893203883
"1850:6",1850,"says",6,5,103,4.85436893203883
"1850:6",1850,"year",6,5,103,4.85436893203883
"1850:6",1850,"without",6,5,103,4.85436893203883
"1850:6",1850,"lor",6,5,103,4.85436893203883
"1850:6",1850,"two",6,5,103,4.85436893203883
"1850:6",1850,"done",6,5,103,4.85436893203883
"1850:6",1850,"lie",6,5,103,4.85436893203883
"1850:6",1850,"bales",6,5,103,4.85436893203883
"1850:6",1850,"Ist",6,5,103,4.85436893203883
"1850:6",1850,"England",6,5,103,4.85436893203883
"1850:6",1850,"upon",6,5,103,4.85436893203883
"1850:6",1850,"four",6,4,103,3.88349514563107
"1850:6",1850,"whose",6,4,103,3.88349514563107
"1850:6",1850,"another",6,4,103,3.88349514563107
"1850:6",1850,"TRADE",6,4,103,3.88349514563107
"1850:6",1850,"interest",6,4,103,3.88349514563107
"1850:6",1850,"tlie",6,4,103,3.88349514563107
"1850:6",1850,"Bullion",6,4,103,3.88349514563107
"1850:6",1850,"BOMBAY",6,4,103,3.88349514563107
"1850:6",1850,"Ihe",6,4,103,3.88349514563107
"1850:6",1850,"week",6,4,103,3.88349514563107
"1850:6",1850,"general",6,4,103,3.88349514563107
"1850:6",1850,"month",6,4,103,3.88349514563107
"1850:6",1850,"EDITOR",6,4,103,3.88349514563107
"1850:6",1850,"Bombay",6,4,103,3.88349514563107
"1850:6",1850,"long",6,4,103,3.88349514563107
"1850:6",1850,"line",6,4,103,3.88349514563107
"1850:6",1850,"British",6,4,103,3.88349514563107
"1850:6",1850,"ihe",6,4,103,3.88349514563107
"1850:6",1850,"Ceylon",6,4,103,3.88349514563107
"1850:6",1850,"placed",6,4,103,3.88349514563107
"1850:6",1850,"Act",6,4,103,3.88349514563107
"1850:6",1850,"second",6,3,103,2.9126213592233
"1850:6",1850,"Lord",6,3,103,2.9126213592233
"1850:6",1850,"crew",6,3,103,2.9126213592233
"1850:6",1850,"vessels",6,3,103,2.9126213592233
"1850:6",1850,"given",6,3,103,2.9126213592233
"1850:6",1850,"report",6,3,103,2.9126213592233
"1850:6",1850,"subject",6,3,103,2.9126213592233
"1850:6",1850,"Communicated",6,3,103,2.9126213592233
"1850:6",1850,"make",6,3,103,2.9126213592233
"1850:6",1850,"several",6,3,103,2.9126213592233
"1850:6",1850,"tho",6,3,103,2.9126213592233
"1850:6",1850,"people",6,3,103,2.9126213592233
"1850:6",1850,"Charles",6,3,103,2.9126213592233
"1850:6",1850,"American",6,3,103,2.9126213592233
"1850:6",1850,"time",6,3,103,2.9126213592233
"1850:6",1850,"appear",6,3,103,2.9126213592233
"1850:6",1850,"useful",6,3,103,2.9126213592233
"1850:6",1850,"heart",6,3,103,2.9126213592233
"1850:6",1850,"Ship",6,3,103,2.9126213592233
"1850:6",1850,"still",6,3,103,2.9126213592233
"1850:6",1850,"now",6,3,103,2.9126213592233
"1850:6",1850,"place",6,3,103,2.9126213592233
"1850:6",1850,"Royal",6,3,103,2.9126213592233
"1850:6",1850,"little",6,3,103,2.9126213592233
"1850:6",1850,"form",6,3,103,2.9126213592233
"1850:6",1850,"contemporary",6,3,103,2.9126213592233
"1850:6",1850,"article",6,3,103,2.9126213592233
"1850:6",1850,"many",6,3,103,2.9126213592233
"1850:6",1850,"inquiry",6,3,103,2.9126213592233
"1850:6",1850,"Merchandize",6,3,103,2.9126213592233
"1850:6",1850,"London",6,3,103,2.9126213592233
"1850:6",1850,"Majesty",6,3,103,2.9126213592233
"1850:6",1850,"court",6,3,103,2.9126213592233
"1850:6",1850,"rather",6,3,103,2.9126213592233
"1850:6",1850,"trade",6,3,103,2.9126213592233
"1850:6",1850,"paper",6,3,103,2.9126213592233
"1850:6",1850,"alter",6,3,103,2.9126213592233
"1850:6",1850,"good",6,3,103,2.9126213592233
"1850:6",1850,"return",6,3,103,2.9126213592233
"1850:6",1850,"since",6,3,103,2.9126213592233
"1850:6",1850,"nothing",6,3,103,2.9126213592233
"1850:6",1850,"gold",6,3,103,2.9126213592233
"1850:6",1850,"find",6,3,103,2.9126213592233
"1850:6",1850,"PINANG",6,3,103,2.9126213592233
"1850:6",1850,"recently",6,3,103,2.9126213592233
"1850:6",1850,"arrived",6,3,103,2.9126213592233
"1850:6",1850,"question",6,3,103,2.9126213592233
"1850:6",1850,"age",6,3,103,2.9126213592233
"1850:6",1850,"results",6,3,103,2.9126213592233
"1850:6",1850,"young",6,3,103,2.9126213592233
"1850:6",1850,"Intelligence",6,3,103,2.9126213592233
"1850:6",1850,"account",6,3,103,2.9126213592233
"1850:6",1850,"Borneo",6,3,103,2.9126213592233
"1850:6",1850,"Brooke",6,3,103,2.9126213592233
"1850:6",1850,"Treasure",6,3,103,2.9126213592233
"1850:6",1850,"CEYLON",6,3,103,2.9126213592233
"1850:6",1850,"news",6,3,103,2.9126213592233
"1850:6",1850,"strange",6,3,103,2.9126213592233
"1850:6",1850,"correspondent",6,3,103,2.9126213592233
"1850:6",1850,"success",6,3,103,2.9126213592233
"1850:6",1850,"Board",6,3,103,2.9126213592233
"1850:6",1850,"branch",6,3,103,2.9126213592233
"1850:6",1850,"Companys",6,3,103,2.9126213592233
"1850:6",1850,"advices",6,2,103,1.94174757281553
"1850:6",1850,"presents",6,2,103,1.94174757281553
"1850:6",1850,"every",6,2,103,1.94174757281553
"1850:6",1850,"FRANCE",6,2,103,1.94174757281553
"1850:6",1850,"succession",6,2,103,1.94174757281553
"1850:6",1850,"flag",6,2,103,1.94174757281553
"1850:6",1850,"occasioned",6,2,103,1.94174757281553
"1850:6",1850,"wreck",6,2,103,1.94174757281553
"1850:6",1850,"Queen",6,2,103,1.94174757281553
"1850:6",1850,"changes",6,2,103,1.94174757281553
"1850:6",1850,"Cholera",6,2,103,1.94174757281553
"1850:6",1850,"call",6,2,103,1.94174757281553
"1850:6",1850,"must",6,2,103,1.94174757281553
"1850:6",1850,"give",6,2,103,1.94174757281553
"1850:6",1850,"want",6,2,103,1.94174757281553
"1850:6",1850,"thing",6,2,103,1.94174757281553
"1850:6",1850,"Hie",6,2,103,1.94174757281553
"1850:6",1850,"Commercial",6,2,103,1.94174757281553
"1850:6",1850,"extract",6,2,103,1.94174757281553
"1850:6",1850,"misrepresentations",6,2,103,1.94174757281553
"1850:6",1850,"foundation",6,2,103,1.94174757281553
"1850:6",1850,"Cambridge",6,2,103,1.94174757281553
"1850:6",1850,"created",6,2,103,1.94174757281553
"1850:6",1850,"JAPAN",6,2,103,1.94174757281553
"1850:6",1850,"service",6,2,103,1.94174757281553
"1850:6",1850,"RAJAH",6,2,103,1.94174757281553
"1850:6",1850,"likely",6,2,103,1.94174757281553
"1850:6",1850,"fashion",6,2,103,1.94174757281553
"1850:6",1850,"seen",6,2,103,1.94174757281553
"1850:6",1850,"Bank",6,2,103,1.94174757281553
"1850:6",1850,"mouth",6,2,103,1.94174757281553
"1850:6",1850,"came",6,2,103,1.94174757281553
"1850:6",1850,"announce",6,2,103,1.94174757281553
"1850:6",1850,"coast",6,2,103,1.94174757281553
"1850:6",1850,"countries",6,2,103,1.94174757281553
"1850:6",1850,"full",6,2,103,1.94174757281553
"1850:6",1850,"John",6,2,103,1.94174757281553
"1850:6",1850,"away",6,2,103,1.94174757281553
"1850:6",1850,"men",6,2,103,1.94174757281553
"1850:6",1850,"however",6,2,103,1.94174757281553
"1850:6",1850,"cousin",6,2,103,1.94174757281553
"1850:6",1850,"country",6,2,103,1.94174757281553
"1850:6",1850,"com",6,2,103,1.94174757281553
"1850:6",1850,"appeared",6,2,103,1.94174757281553
"1850:6",1850,"tint",6,2,103,1.94174757281553
"1850:6",1850,"Ardaseer",6,2,103,1.94174757281553
"1850:6",1850,"Prussia",6,2,103,1.94174757281553
"1850:6",1850,"commerce",6,2,103,1.94174757281553
"1850:6",1850,"suppose",6,2,103,1.94174757281553
"1850:6",1850,"President",6,2,103,1.94174757281553
"1850:6",1850,"colonies",6,2,103,1.94174757281553
"1850:6",1850,"NAVIGATION",6,2,103,1.94174757281553
"1850:6",1850,"published",6,2,103,1.94174757281553
"1850:6",1850,"yet",6,2,103,1.94174757281553
"1850:6",1850,"night",6,2,103,1.94174757281553
"1850:6",1850,"productions",6,2,103,1.94174757281553
"1850:6",1850,"CAPE",6,2,103,1.94174757281553
"1850:6",1850,"Austria",6,2,103,1.94174757281553
"1850:6",1850,"bound",6,2,103,1.94174757281553
"1850:6",1850,"war",6,2,103,1.94174757281553
"1850:6",1850,"evidence",6,2,103,1.94174757281553
"1850:6",1850,"Sib",6,2,103,1.94174757281553
"1850:6",1850,"ship",6,2,103,1.94174757281553
"1850:6",1850,"tie",6,2,103,1.94174757281553
"1850:6",1850,"tic",6,2,103,1.94174757281553
"1850:6",1850,"exported",6,2,103,1.94174757281553
"1850:6",1850,"occasion",6,2,103,1.94174757281553
"1850:6",1850,"remarkable",6,2,103,1.94174757281553
"1850:6",1850,"Superb",6,2,103,1.94174757281553
"1850:6",1850,"mile",6,2,103,1.94174757281553
"1850:6",1850,"charge",6,2,103,1.94174757281553
"1850:6",1850,"cost",6,2,103,1.94174757281553
"1850:6",1850,"Presidency",6,2,103,1.94174757281553
"1850:6",1850,"honour",6,2,103,1.94174757281553
"1850:6",1850,"PLANTS",6,2,103,1.94174757281553
"1850:6",1850,"can",6,2,103,1.94174757281553
"1850:6",1850,"evidently",6,2,103,1.94174757281553
"1850:6",1850,"man",6,2,103,1.94174757281553
"1850:6",1850,"course",6,2,103,1.94174757281553
"1850:6",1850,"interesting",6,2,103,1.94174757281553
"1850:6",1850,"policy",6,2,103,1.94174757281553
"1850:6",1850,"mail",6,2,103,1.94174757281553
"1850:6",1850,"Highness",6,2,103,1.94174757281553
"1850:6",1850,"Socialism",6,2,103,1.94174757281553
"1850:6",1850,"name",6,2,103,1.94174757281553
"1850:6",1850,"quarter",6,2,103,1.94174757281553
"1850:6",1850,"opened",6,2,103,1.94174757281553
"1850:6",1850,"Siamese",6,2,103,1.94174757281553
"1850:6",1850,"advance",6,2,103,1.94174757281553
"1850:6",1850,"motion",6,2,103,1.94174757281553
"1850:6",1850,"view",6,2,103,1.94174757281553
"1850:6",1850,"first",6,2,103,1.94174757281553
"1850:6",1850,"returns",6,2,103,1.94174757281553
"1850:6",1850,"hut",6,2,103,1.94174757281553
"1850:6",1850,"CHINA",6,2,103,1.94174757281553
"1850:6",1850,"Court",6,2,103,1.94174757281553
"1850:6",1850,"TIIK",6,2,103,1.94174757281553
"1850:6",1850,"MASSACRE",6,2,103,1.94174757281553
"1850:6",1850,"considered",6,2,103,1.94174757281553
"1850:6",1850,"Gutta",6,2,103,1.94174757281553
"1850:6",1850,"laws",6,2,103,1.94174757281553
"1850:6",1850,"show",6,2,103,1.94174757281553
"1850:6",1850,"get",6,2,103,1.94174757281553
"1850:6",1850,"morning",6,2,103,1.94174757281553
"1850:6",1850,"priest",6,2,103,1.94174757281553
"1850:6",1850,"notice",6,2,103,1.94174757281553
"1850:6",1850,"according",6,2,103,1.94174757281553
"1850:6",1850,"CASE",6,2,103,1.94174757281553
"1850:6",1850,"former",6,2,103,1.94174757281553
"1850:6",1850,"granted",6,2,103,1.94174757281553
