"year","name","value"
1995,"OF",0.892887805213091
1995,"Tuesday",0.89174307725769
1995,"Jakarta",0.889453621346887
1995,"chief",0.882585253614478
1995,"Act",0.87571688588207
1995,"AND",0.869993246105063
1995,"say",0.86770379019426
1995,"Kuala",0.860835422461852
1995,"used",0.860835422461852
1995,"trade",0.860835422461852
1995,"Games",0.859690694506451
1995,"meeting",0.858545966551049
1995,"workers",0.853967054729443
1995,"show",0.853967054729443
1995,"Dec",0.850532870863239
1995,"court",0.848243414952437
1995,"tor",0.847098686997035
1995,"centre",0.847098686997035
1995,"Government",0.843664503130831
1995,"Holdings",0.843664503130831
1995,"American",0.839085591309225
1995,"plans",0.839085591309225
1995,"hit",0.835651407443021
1995,"Sett",0.832217223576817
1995,"state",0.831072495621415
1995,"Wednesday",0.829927767666014
1995,"Day",0.828783039710613
1995,"Thai",0.828783039710613
1995,"play",0.827638311755211
1995,"countries",0.827638311755211
1995,"Mm",0.82649358379981
1995,"April",0.821914671978204
1995,"Seng",0.818480488112
1995,"women",0.818480488112
1995,"gm",0.818480488112
1995,"Board",0.818480488112
1995,"Finance",0.816191032201197
1995,"Its",0.816191032201197
1995,"high",0.813901576290395
1995,"At",0.81046739242419
1995,"price",0.809322664468789
1995,"July",0.809322664468789
1995,"need",0.808177936513388
1996,"The",21.6992602524914
1996,"Singapore",10.7746326829767
1996,"said",9.75421292455939
1996,"By",9.66898855720828
1996,"yesterday",9.63035351067577
1996,"THE",7.18498233014784
1996,"Mr",5.6429894435417
1996,"last",5.37936206720225
1996,"In",5.30890992352533
1996,"new",4.96573980432485
1996,"year",4.75324704839608
1996,"Minister",4.20326579775689
1996,"Low",4.01122688999239
1996,"one",3.97259184345988
1996,"High",3.94191107121348
1996,"years",3.87032260263855
1996,"first",3.77828028589934
1996,"Open",3.51238025976387
1996,"Tan",3.39647512016636
1996,"China",3.04421440178176
1996,"Lee",2.96467165892072
1996,"ST",2.92262763769417
1996,"cent",2.88740156585571
1996,"New",2.74081565401179
1996,"Spore",2.65900026135473
1996,"next",2.6419553878845
1996,"XXXXX",2.40787245889345
1996,"Chinese",2.39764553481131
1996,"National",2.36810108746293
1996,"Deaths",2.31355749235821
1996,"people",2.29196731929593
1996,"time",2.24765064827335
1996,"Vol",2.16356260582026
1996,"Condolences",2.14651773235003
1996,"week",2.00674976989421
1996,"set",1.92266172744111
1996,"United",1.90561685397089
1996,"market",1.87834505641853
1996,"Times",1.8760724066225
1996,"reported",1.85902753315228
1996,"home",1.80334761314955
1996,"months",1.79880231355749
1996,"Departed",1.79766598865948
1996,"Dec",1.73857709396271
1996,"TOP",1.72948649477859
1996,"help",1.72494119518653
1996,"group",1.70107837232822
1996,"Foreign",1.68857879845005
1996,"government",1.68403349885799
1996,"month",1.68289717395998
1996,"made",1.64880742701953
1996,"company",1.64198947763144
1996,"Fund",1.62835357885527
1996,"Dr",1.62380827926321
1996,"Asia",1.59312750701681
1996,"like",1.59085485722078
1996,"foreign",1.59085485722078
1996,"make",1.57608263354658
1996,"Lim",1.57040100905651
1996,"Sett",1.56358305966842
1996,"says",1.55903776007636
1996,"Finance",1.5544924604843
1996,"take",1.5465381861982
1996,"Prime",1.53631126211606
1996,"Sunday",1.531765962524
1996,"Hongkong",1.51926638864584
1996,"work",1.51926638864584
1996,"prices",1.51244843925775
1996,"Ltd",1.51131211435974
1996,"get",1.48404031680738
1996,"Memoriam",1.47722236741929
1996,"business",1.46813176823517
1996,"Mar",1.44881424496892
1996,"family",1.44767792007091
1996,"Friday",1.43858732088679
1996,"unch",1.42722407190664
1996,"police",1.4238150972126
1996,"Act",1.41699714782451
1996,"day",1.41245184823245
1996,"Cup",1.40677022374237
1996,"good",1.39086167517016
1996,"SINGAPORE",1.38063475108803
1996,"shares",1.3704078270059
1996,"Of",1.36358987761781
1996,"unit",1.35904457802575
1996,"World",1.34995397884163
1996,"top",1.34086337965751
1996,"way",1.33404543026942
1996,"many",1.33290910537141
1996,"world",1.32609115598332
1996,"gt",1.3249548310853
1996,"public",1.32154585639126
1996,"Malaysia",1.3170005567992
1996,"Australian",1.31586423190119
1996,"back",1.31018260741111
1996,"held",1.3090462825131
1996,"seller",1.30336465802302
1996,"man",1.29768303353295
1996,"May",1.29313773394089
1996,"Acknowledgements",1.26700226128655
1996,"Sep",1.26700226128655
1996,"second",1.26472961149052
1996,"report",1.26018431189846
1996,"Internet",1.26018431189846
1996,"recent",1.24768473802029
1996,"found",1.23973046373419
1996,"Datuk",1.23063986455007
1996,"Saturday",1.22836721475404
1996,"students",1.22268559026397
1996,"go",1.21927661556992
1996,"President",1.21814029067191
1996,"Road",1.21586764087588
1996,"KUALA",1.21473131597786
1996,"Taiwan",1.21245866618183
1996,"Bank",1.20450439189573
1996,"LUMPUR",1.19882276740566
1996,"International",1.19768644250764
1996,"Ministry",1.18973216822154
1996,"children",1.18405054373146
1996,"Composite",1.1795052441394
1996,"Asian",1.17836891924139
1996,"Association",1.17382361964933
1996,"Properties",1.16927832005727
1996,"part",1.16814199515926
1996,"Hotels",1.16586934536323
1996,"today",1.1635966955672
1996,"director",1.16246037066918
1996,"IN",1.15564242128109
1996,"Malaysian",1.15450609638308
1996,"Goh",1.13973387270888
