Date	Page	Abstract
18840103	Page 3	SHIPPING IN THE HARBOUR Captain, and Agenta of tmnli ars wiiMtod to wmnnuicU wit* tin. oaaos rs*ar&lt;Ji n »nj error or omission in ths abov* Skipping, in th* harbour. V*W*£s N*«. OtTTUa. AMD g V«BIT»D FBOM. CoHIIOMM. D-iTI.N Ri.i. r* e °*°&gt; Colombo Aocinni Itel. oor. I*l3 Dec. 28 Brindiai...
18840104	Page 2	STRAITS TIMES. FRIDAY, 4TH JAN, 1884. LATEST MARKET QUOTATIONS. Suioapoki. 4ib Jaiida»t. 18*4. .iambier 7--»-Alack Pepper 17. White PepVer, fsir qoality. 48f nom. Sago Flour, Sar »*&gt; Pearl Sago *JJJCoffee, Bonthyne Tapioca, small Flake 3 40. Tin 26-50--40.. Mule twist »S. Si lbs. Shirtings M*. 7 do do Jgi--8 doT.Clolh...
18840104	Page 2	"MAILS CLOSE. BataTia. 8amaran,r and Sourabaja a. O. lsmdo*. 6 p.m. Hongkong. """"o«^,, 7 ..m. k k China, 9am l'eD»n,f. Colomlxi, I)omb«y and Aden. Orum. u a m Hongkon K 4 Shanghai. Cyclop. 11a.m. Malacca and Klan K Lou^IU. Noon. P»femb«ng, Muntok and Djansbie, Po&lt;()«a», 6 p.m. BUliton k Pontianak,..."
18840104	Page 2, REUTER	REUTER'S TELEGRAMS. (Vox 8tri,t, Timf.l Ireland. Disturbances con- i ■jjfoujfh.jut I'lster l^etweeo the &lt; ami the Oraagemen. I Via'r &gt;ia« arrived in London u ioU-rview with Mr. &gt; ■fe is gaanled everywhere &lt;
18840104	Page 2	The Coming Regatta. The Committee of the Water Sport* sjajl bat evening in the Exchange Room. Mr. R. 8. O'Connor took the chair, and the following gentlemen were present: Mr. J. Baxter, Mr. Braddell, Hon. Sec., Mr. .1 R CutbberUon,Mr. J. Miller, Datok Bintara Ibrahim, and Mr. A. vV Mr....
18840104	Page 2	Amateur Theatricals At The Tanglin Club. Prom I by the foil, tin. h J who bavin.- e I marrutc to M 1 1 1 maker), pr: r r tone, win! we j Jl ticop r» wetlthy r ~w °W l f r5 I
18840104	Page 3	Netherlands India At The Calcutta Exhibition. Wi take from the Friend of India lowing account of the NetherI ndia Court in the Calcutta EzNIIHtHUSM IIIDIA. I^adir/ fnro th-' ''ement ill uta r.'prrwnting 1 r in far v f &gt;rm is to k'iv« the he Ur. iniß just been hei.) in...
18840104	Page 3	The Stamp Duties. t debate od the Supply Bill, the Legislative Council on b September last, two notable speeches w ore made by the Hod. James p an&lt;l the Hon. W. G. Oulland many suggestions of more »r 1pm interest and importance. H. E. r :!ianked the two Hon'ble for...
18840104	Page 3	The American Girl Of The Period. Mb. Akc hibald Forbes, the wellknown war correspondent, ha* been contributintr a aeries of lively sketches under the title of Social GUrac' .of the United S'sttei, to the ofeaWjr Mul, from which we take the following account of the American Girl of the Period,...
18840104	Page 3	"Miss Mackay Interviewed. I was shown a few days ago, in a back issue uf a San Franci.ro paper, a very droll ""interview"" with the only daughter of a Silver King, who had been jilted by the son of an illu.trionii American General wide-world fame. In California there would be..."
18840104	Page 3	ARRIVALS. 5 Kio.
18840104	Page 3	CLEARANCES. Datb. Vbul'i Ka». Fuo 4 Rio. C apt An. Dvrounoii. Ju 3 Entail* 4 Got. Gen Loujnn 4 LoniM 111 4 atadn* 4 Penang 4 Cyclop. 4 Bcnmort 4 Orion 4 HMdoo lUI. ttr. I D^nino KUphmt Poiat Dut.itr. Tmnmutn BOaria. Sftmwmsg t&lt; Brit. rtr. tUimm MalMSt Dug Brit....
18840104	Page 3	SHIPPING IN THE HARBOUR. Captain, and Agents of vessel, ars r^nseled to oomrauaioate with tbta o«c regardingany error or oaiisaioa In the abovs Shipping ib the harbour l 1 SZ- asste te asst^- 235. J l^! Brit rtr »9OA»«- »b»n«kok Ty. Joo I*e. Lafd np taj£^ Sand^nn nS No»- »Hi?*...
18840105	Page 2	STRAITS TIMES. SATURDAY, 5TH JAN, 1884. LATEST MARKET QUOTATIONS. oiNOAPom, sth Jahdabt, 18-H. I limnbier 7.40. rtlack Pepper 17. White Pepper, fm. quality. &gt;| DOB. S. B o Flour, tiar 2.*) Pearl Sago Oo*s*S, Honthjne U »&gt;. Tapioca. small Flak« 3.40. T.u i 6.50. 10a. Mnl. twi.t ■ii Itw. UliirtiDgs...
18840105	Page 2	"MAILS CLOSE. TO-DAT. ftr (horiboii «ul 3am»r«n(r. If. 0. iUo4, 5 p.m. r.i'..iji)«inif. Munt'ikand DjuatiK ""I""""rnr To-HOUBOW. V Pontianak. II Wh.ilt S;on, II ».ni. Vmaag and CalcutU, Roilyn. Noon. P.TKii C*« Turn. 1 p.m. MaUrca, Bengkalia. Siuk and Pkkan. Pak.m, t p.m. MOHDAT. Huntok and Palcmb&n^, Ruf&gt;y. H a.m. Deli...."
18840105	Page 2, REUTER	REUTER'S TELEGRAMS. CF.r SlniU Time*.) n t. London, Mh Jan.—Kt a Cabinet Cooaeil held yesterday Egyptian af- fairs were discus-«-&lt;l, and the Council is summoned again for t &gt;.&lt;lav. It is rumour, -.1 that a very important decision is imminent.
18840105	Page 2	Government- Gazette, 4th January. 11. E. the Governor has been pleased to grant, subject to the approval of the Secretary of State for the Coloniei, leave of absence, with half salary, for six months from the 17th ult, to Dr. B. Dinnvs. Thirl Matri-i'rate and Acting Si-.-..!!&lt;! Mai;iutr;ite. Singapore. The...
18840105	Page 2	Latest News From Tonquin. The CitM'j I/a./**- special, ent pves the f.l|..wine» par) the tig-hting- about Sontai. Privav advices received by the V that tiie French capture&lt;l 85ii,000 worth tram flai: li-aiior w.-i-The French h»d not :i Sontai, tind Aclminil turned with h.. which wan threat force from Bacninh, several...
18840105	Page 3	Summary of The Week. derick Weld, ■i- oonvale- weak, nlered rental &lt;\ on Tuesday, last, New iy, in the D a trip Pind will meet Sir Perak. i*ting -irdinjj r P.»rak, which has ix -&gt;on by a Siamese tributary itions regarding which are Oovnt &lt;&gt;f one of its most fertile...
18840105	Page 3	Netherlands Indian News. 'rum Java nevtpapert. i Bod* of the 8Uth N'ovemI'.iUaii^ newspaper llow ng particulars of a novel ex- i&gt;at port to Britain y one which ti -u« va- No mstter Iron whence it pro. its use ha* n. 0, foil wed hy 7 harmful consequence* largely conmimed hi...
18840105	Page 3	STEAMERS EXPECTED. Aug. 31 Toutoniu Hamburg. Kot- 6 Bmledi Antwerp 7 F.aMla Penarth 8 Kirn Lee Qlatgow. JO Orlop* lJT«pool. 21 Vlll« de Stnabotn. Antwerp. M Benaldor do M Ltmtf P«n»rth. •t W Kaamroo London. 27 Rhodoni Cardiff. SO Ravi ton Dixon do M Hi' tor LWerpool. i. SO Feronia...
18840105	Page 3	SAILING VESSELS EXPECTED. I^3 July 81 'ho lUtta Cardiff. s rinirnp»t»m do Aug. 25 Maria Raffo do 81 Areolm do S*pt. 1 Geort *&gt; fi Maria Accame do &gt;• 9 Anna do 10 Bocrimner do IS BobHini do 11 Willy Eickm n do 14 Alice Biokmert do «0 Poseidon Bunyport....
18840105	Page 3	CLEARED ANJER FOR ORDERS. y New York do do u 28 Finm. K. do 8 «pt 1 Jennie Park«r do 6 Looehoo Liverpool. 9 Dr. PeUnnann New Tort IS Underwriter do II Ortmn Cardiff. 14 H. Haukonw-. .lo 28 J. II. NYwcomb do 26 Valkvri.n Uith. Oet. 6 J. H....
18840105	Page 3	ARRIVALS. t rmn'i Nin. Q akb Cii-TAix. From. i,_tis. CoMNm. Bio- h CuKHIOXIII Ju. 4 Madras 4 Oeelong 4 BowWn 4 Chi Yuen 5 &lt; arriedo 6 Mercury 6 Ranee t Hubjr 6 Bpwiel i Hye Leong Brit. itr. 1000 Pleog* J»a Jan. 1 Outline Co. P. O.ntr. 18MC«re Bombay...
18840105	Page 3	"CLEARANCES. DiTE Vhssl'i N&xa. Flu A Bis. Captiih. DnrniATioM. '*n. 4 China Pakan 6 Ban Whalt Soon 5 Ruby 6 Lucy 5 Rouljn 6 Chi Yuan 6 Patoeah Q«r. «tr. Focken Bit. itr. rhopard Bri «tr. I'ookbura r. Putndge Dnt. tch Wooditm Brit. «tr. McKechnie ""Hht. itr. Wallace Dot. str...."
18840105	Page 3	"SHIPPING IN THE HARBOUR. Captains aad Agent* of v*s«&gt;ls are requested to commuaJeaU wita tbi. offloe regardta* any error or omiasioa Urn abovs Shipping, (a the harbour VIMBI/t NAM». I OaTTAIII. A!CI) Eia. Men-of-war I'toforo Colombo Aocinni Ital. ""or.' Brenton H.M. atr Steamer* r^ila Biit.lte. Prim AJeumder Dut. Kr. Martaban..."
18840106	909090	909090
18840107	Page 2	"STRAITS TIMES. MONDAY, 7th JAN., 1884. LATEST MARKET QUOTATIONS. dIHC-roBB, 7ta Jajiuabt, 1884. (jambier I 742*. itlack Peeper 17. White Pepper, fair quality. &gt;,- D&lt;&gt;°&gt;Sago Flour, Sar 3. Peaxl 6s*., 290. Coft*, Bontayne I*3o. Tapioca, small Flake 3.40. Tin. 25.75. KM. Male twist ""3. 41 lbs. Shirtings 1.521. 7 do..."
18840107	Page 2	MAILS CLOSE. r Labuan i. 8andakan, Penang Karioal 4c,, .1~ 1 r
18840107	Page 2, REUTER	REUTER'S TELEGRAMS. fPor SlraitM Tiwuu./ England and Eotpt. London, b&lt;k Jan.— The Egyptian (Jovernraent has sent vigorous note to the BritU 1 Government stating that if Eugland refuse »Mi*t*nce in reconquering the Soudan, Kgypt will relin4 ui*h the Eastern portion to Turkey. \SCAB. London, 6/* Jan.— The Malagasy Oovernment in...
18840107	Page 2	Messrs. Kellar And Cunard. Saturday evening, Messrs. Kellar and Cunard gave another of their interesting and extraordinary entertainments. The Town Hall was well filled, many of our leading citizens being present, thus •hewiug the steadily iocrea«ing popularity of the performers. Th* first part of the entertainment was the same as...
18840107	Page 2	The Fall of Sontal. The Hongk. •pondeut gives the details of the capture of S ntai Haiphong, 25M De wrote, Son Ui has be who entered it on bardment commenced &lt;&gt;n the I I gunboat* being anebon-i the town nt a distant »l metre. About 8,000 troops bi I on...
18840107	Page 3	Telegraphic Summary. From Oey Ion and Indian paper. London, Hrd Dee. The difficulties bee Orangemen and the follower* of .11 have culmin d in opei: oereral part* Ireland. where their meeting* were ihited, continuous rioting has g on for *ome days, ncoearitt 11: a Ktronat body ofcon- &gt;* hare also...
18840107	Page 3	ARRIVALS. h Vmul'i Kami. ajid a Eio Cajtaiv. FmoM. Jan. 6 Paian S Erairne I Cape Clear ft Pontianak CdMtial A Oiui R M. Meanatthy ft Trait d' Union ft Hoac Ann ft B^ntan A Uiiw 7 Valencia 7 Taagtw 7 Anna 7 Japan Brit. itr. M Smith P«kan MM....
18840107	Page 3	CLEARANCES. DiTE Viml-i Sun. k Ri CtiTAnr. Ju. 7 Mercury /s= 1 Hje Leotur 7 Kod. O«. Be»d 7 V.lenci* 7 Oluckiburg 7 Oiu« Brit rtx. UtiHn Brit. itr. MiW Brit. (far. Petenen Brit, itr Moppet Dut. itr. Vino«at Spk. itr. Bute Oar. ttr. Bwt«ia«B Fob. itr. BkpkMl It Ac...
18840107	Page 3	SHIPPING IN THE HARBOUR. .mud Aieita of mall t**» M|u4iß| aav arror or •mission in th* abov* Shipping la t h«t«r. VawaL't Nan- CIHU tun Rio. Fboh. ComMiinß. PaTIO* Men-of-war Ctororo Colombo Accinni 1 Merlin Brenton I Steamers Leila Prins Aleiander I Martaban ,1 f&gt;r Sandmann I Tamboia I Raiah...
18840108	Page 2	STRAITS TIMES. TUESDAY, 8th JAN. 1884. LATEST MARKET QUOTATIONS. Sikoapobk, Sth Jamuibt. 1884 ijambier 7.40. rtlaok Pepper 17 50. Wbite fVpper, fair quality. i»f nom. I .ar, Sar 3. Pearl Sago 3. Coffee, Bonthjne 15.5') Tapioca, wnall Flake 3.40. 25.75. 40-. Muletwiat M 8* lb». Shirting. 1 .524. 7 do...
18840108	Page 2	MAILS CLOSE. for and Londoa, ag. CJUKK p m. 8vry Wtmfu. 4 p.m. B. Ttmf Sing. p.m. Thuehdat. L Su Wo. 10 a.m. juioU Ac,. M. MnHateKy, 1 p.m. Utnixi. 6 p.n&gt;.
18840108	Page 2, REUTER	REUTER'S TELEGRAMS. ffor S/riiU Time*.) ENGtAND AND EOTPT. London, 6/4 Jan.—K\. tbe Cabinet Council held yesterday no decision was arrived at respecting Egypt. The British Government, replying to the note of the Egyptian Government, state* that it has no objection to tbe Eastern portion of the Soudan being relinquished, nor...
18840108	Page 2	The Tanjong Katong Hotel. TaißE is no more convenient or beautiful seaside residence near Singapore than Tai.jong tvatong, and the fine large hotel erected there by Mr. Henry A. Crane must prove no unwelcome boon to the European community. It ia difficult to say how the hotel conld have been...
18840108	Page 2	The Hongkong Legislative council And Public Grants. Cukiously eaough, tht.-» hw been lately a small breeze in the I'ongkone legislative Council omn^ its or.. the same reason that caused the r storm in the Council here. The Governor and the Secretary- of State between them, tanetioned a grant of public...
18840108	Page 2	Sunghie Ujong New Year Sports. (By a Pintor.) Spouts were held at Seremban on tin first two days of the New Year, and th« resident! of Sunghie Uj 0 may f..irh h, congratulated upon their tics are a novelty in this part ol tl the firat meeting having been held...
18840108	Page 2	"The Straits Settlements Court In The Calcutta Exhibition. count of th&lt; in the Calcutta Exhibition from to* special oorreapondenoe of the Th. ,uau Court, I iv tbi«p«rt of the bui I two pilUr. fru'm the *n* which i""pnu X mn. .1 line form th&gt; fir«r h bear* tliter* on v..."
18840108	Page 3	The Shipowners And The Suez Canal. Tii». of steamship owner-. Xt of ■ii agreed upon he'leLesseps regardliour. dinga The following ia tl agned i m tbe Kastern trad. Dg in the chair M. Charl&lt; Ad ii matlM. tvher*. ■:■■&lt; usaion aad ai. •ujreed i iews desiral i and nice veria,...
18840108	Page 3	Paris Letter. (From our own Corretpondent.) Parii, bih December.— Nearly all the political evils of French government arise from the governing classes not having the courage to 'ell the people disagreeable 1 truths, and to avoid tf.itterir-g their vauiI his would accustom the French to t, v.' which they are...
18840108	Page 3	Correspondence. ChIKESE TIT'.ES (JF N'OBItITT. To the Editor qf the Straits Time*. Sib, With reference to your paper of 4th instant, would you kindly allow me to point out the mistake made by Mr. H. A. Giles in his explanation as to the five titles of nobility in China. These...
18840108	Page 3	ARRIVALS. I rLA a h Vmu'i S'hi. axd CiriiiK. FmoM. ,2 Bio- Jan. F-.r. Brit. mtt. 171 Landwwn- B*maa«in 7 Maharaja Brit. itr. lOMMcConnell Ranfroon 7 Bengal Brit. atr. IS '9 Roy Soorabtjri 7 Snrj Wooff»e Oar. ate. 61» Kademaker Bangkok 7 KonK»e* Hut. »tr. »»90 Bchenner Penang 8 OreatM...
18840108	Page 3	CLEARANCES. Vmi'i Kaxs. to Rio. CifTAllt. Jut. 7 7 Mvleline Bickm«n Ponti&Bkk f Fer»tow«r Arrio Im Emirne Cmtoloro Colombo K. K. itr. On. bq. Brit. Mr. Brit. rtr. Brit. »tr. Bpa.rtr. Bu».bq. Sar.itF. Fch. rtr. Ital. cor. Such Heim Jon«» M-Oomn*U K.11.T
18840108	Page 3	SHIPPING IN THE HARBOUR. Captains and Agents of vessels ar« i»iiwtad to conuaasjicmU -it* tats nf»li» any ertcr or osaisaioe la th» abr va SUppiaa in the turbo** Vam'i Nam. SUwnen Leila PriM AleiWKkr Martal»n Imh Tambota Rajah Brooke Siwie Roots Agnes Pyah Pekhet Tiuy** Seewo Kar,-.-Pipe Clear Pontianak releatUl...
18840109	Page 2	WEDNESDAY, 9th JAN., 1884. LATEST MARKET QUOTATIONS. SiaoAPOBB, 9th Ja'Uaby, 1884. (iambier t 7.40. Slack Pepper 17.624. WbiU Peppsr, fair quality. 2&gt;4. hod, Sauo Flour, S«r 3. Psmrl 6agu Ooffee, Bonlhyii&lt;- 15.5&lt;J. Tapioca, small Flake 3.40. T:j: 25.75. 10s. Mule twist 93. H lbs. Shirtings IJHtL 7 do do 1.421....
18840109	Page 2	"MAILS CLOSE. To-i&gt;±r For V at Bansfkok, flvry W&lt;mf*«. *pj»Banifi V. S. Tonj Smy, 4 p.m. Ch. ri! i. A B'iuj r.int;. Petrel, p.m. TO- MO BROW. Hongkong, 8« Wo, 10 a.m. Psaanir Karical 4c,. M. JfeuuUcky, 1 p.m. BKgTkok, Hecuba. t pn». FaiotT. Malacca and Penang, Japan, 1 P"")."
18840109	Page 2	The Royal Illusionists. Messrs. Kellar and Cunard gave tbeir farewell performance last night in the Town Hall to a fairly full audience, and we need hardly say gave that audience the greatest pleasure and satisfaction. One of the strongest features of the entertainment was the I exceeding neatness and completeness,...
18840109	Page 2	Saigon News. We take the following item* from i!e Saijon Independent The following officials have been granted the cross of Chevalier of the Legion of Honour: M. Bonnal, chief secretary of the Civil Commissioner in Tonquin M. Marquis, Resident at Haiphong Captain Geonp^. leader of the Auxuliary Corps of Yellow...
18840109	Page 2	The Australian Inter-Colonial Convention. Thi Conference or Conventiot presentatives of all th« Australian Colo. nie* terminated its sitting in k on Thursday, the 6th December, a results of their labour* appear in the Australian paper* received by the French mail on Sundaj last. No reporter* were admitted to their I...
18840109	Page 3	A Psalm or Life. Thnu who, in thy youth's hopefulness, dij'it look for power or fame I For a wealth of future honour, for a world renowned name, Thou, who, in some dim moment, did'at see those hopes depart, and didst feel a morb-d indifference, creeping into thy heart, For...
18840109	Page 3	STEAMERS EXPECTED. ■M Aug. 81 Teutonia Hamburg. Nov. tl YUle de Strasbourg Antwerp. M Kangaroo London. 80 Ferouia Hamburg. m SO Lydia do SO OlenfaUoeh Glasgow. Harter London. Dec. 1 Titaaia Trieste. 1 Gijen Liverpool. 1 Embleton Glaagow. 1 Hector Liverpool. I Glenroy London. 8 Elise Penarth. 4 Calabria London....
18840109	Page 3	SAILING VESSELS EXPECTED. ISS3 July II Oio Batta Cardiff. Aug. Sfi Maria Kaffo do 81 AreoU do Sept. 1 Oeorg do fi Maria Aocame do 10 Soerimner do 12 Rotsini do I i Willy Sickmer* do 14 Alice Rickmen do t0 Poseidon Burrrport. *&gt; BaUAvenire New York. «2 Favourite Cardiff....
18840109	Page 3	CLEARED ANJORPOKORDERS. 1888. June 10 Ta;rid» xport. BS A ,nUff. Aug. 6 An:, it.. Galatola... N-« 'ork. do M^unns do I! Crrvphene Cardiff. v York. ■urmann N&gt;w York. II Underwriter do 13 Oregaa CartHf. 14 TI. Haakooien i &gt;, ,mb do n M Valkyrien Leith. 1 J. H. Bower* H&gt;w...
18840109	Page 3	"ARRIVALS. Jan. 8 liahelU 8 Fenitower 8 Xwu( Lac 8 Ciirnimuir 8 Bhodors 9 Rnjlton Dixon 9 V. de Lit xiane 8 M«y lloirar Kio. •tr. fi Cattai&gt;. Fbok. 8S Jem j. T.bie TOO Kellej Soui 1 «T» iso 9 whii» aiugo"" IIS3 (.'••tl&gt;- SoamUy* 176S Ounon Ctrdiff 84HB&gt; .tr...."
18840109	Page 3	CLEARANCES. Tmsl'i Sim. &gt;O*BlB. DiTl. Jan. RnjiUn Ban Yong S*ng B«inbow Petrel Py»h Pekhot OratH Hone Ann S^- Wo Ville d« Liibonno Tambon Brit. itr. Brit- itr. Brit. itr. Brit, -tiBrit.itr. Brit. str. Brit. itr. Brit. rtr. Feb. itr. Dot. str. it or i«U
18840109	Page 3	SHIPPING IN THE HARBOUR. Tam'i N*M«. CirTAW. Rio. C \BkITBD Faoß. J MtJaa. U Steamar* L«a» Prin» lAmaaim Ifartaban ■mm Tftmbota Rajah Brooke Siwie RecU Ap»e« Vii»y»s Cai»i Cle«r hWU M. Meuutehy Hong Ann Japan NW Ben^ Bury Wongme KongM* Oreitw (ten Yong Stag Hecuba Rainbow Isabella Kwang Lee Cairnnmuir...
18840110	Page 2	THURSDAY, 10TH JAN., 1884. LATEST MARKET QUOTATIONS. SmoAPOBK, 10th Jahcabt, 1884. Gsjnbier 7.3JJ. rilack Pepper 17.62 J. White Pepper, fair quality. 2bf nom. ■'ago Flour, 8»r 3. Pearl dago i Coffee, Bonthyne 15JKI. Tapioca, small Flake 3 30. Tin 25.60. 40.. Mule twist 93. ■H lbs. Shirtings 1.52*. 7 do...
